iter	Passed	Remaining
1660	84667	17280
1661	84700	17225
1662	84743	17172
1663	84766	17116
1664	84813	17064
1665	84853	17011
1666	84881	16955
1667	84923	16903
1668	84960	16849
1669	84993	16795
1670	85028	16741
1671	85071	16688
1672	85103	16634
1673	85148	16582
1674	85189	16529
1675	85231	16476
1676	85296	16428
1677	85343	16377
1678	85390	16325
1679	85431	16272
1680	85454	16216
1681	85492	16163
1682	85525	16109
1683	85564	16055
1684	85605	16003
1685	85645	15950
1686	85687	15898
1687	85729	15845
1688	85771	15793
1689	85803	15739
1690	85847	15687
1691	85888	15634
1692	85934	15582
1693	85977	15530
1694	86027	15479
1695	86065	15426
1696	86094	15372
1697	86138	15320
1698	86182	15268
1699	86226	15216
1700	86265	15163
1701	86306	15111
1702	86342	15058
1703	86380	15005
1704	86414	14951
1705	86448	14897
1706	86488	14845
1707	86531	14793
1708	86562	14739
1709	86603	14687
1710	86647	14635
1711	86685	14582
1712	86718	14528
1713	86755	14476
1714	86826	14428
1715	86881	14378
1716	86924	14327
1717	86961	14274
1718	87008	14223
1719	87047	14170
1720	87090	14118
1721	87130	14066
1722	87164	14013
1723	87198	13959
1724	87235	13907
1725	87277	13855
1726	87310	13801
1727	87346	13748
1728	87378	13695
1729	87412	13642
1730	87451	13590
1731	87485	13536
1732	87520	13484
1733	87562	13432
1734	87602	13380
1735	87638	13327
1736	87674	13274
1737	87705	13221
1738	87738	13168
1739	87776	13116
1740	87813	13063
1741	87855	13011
1742	87890	12959
1743	87929	12907
1744	87966	12854
1745	88005	12802
1746	88038	12749
1747	88077	12697
1748	88123	12646
1749	88162	12594
1750	88203	12542
1751	88240	12490
1752	88280	12438
1753	88315	12386
1754	88360	12335
1755	88392	12282
1756	88430	12230
1757	88467	12178
1758	88499	12125
1759	88537	12073
1760	88572	12020
1761	88617	11969
1762	88661	11918
1763	88699	11866
1764	88737	11814
1765	88774	11762
1766	88814	11711
1767	88855	11659
1768	88892	11607
1769	88932	11556
1770	88970	11504
1771	89005	11452
1772	89041	11400
1773	89081	11348
1774	89120	11296
1775	89161	11245
1776	89198	11193
1777	89222	11140
1778	89259	11088
1779	89297	11036
1780	89334	10984
1781	89383	10934
1782	89420	10882
1783	89457	10831
1784	89488	10778
1785	89530	10727
1786	89565	10675
1787	89599	10623
1788	89691	10578
1789	89919	10549
1790	89972	10499
1791	90026	10449
1792	90073	10398
1793	90124	10348
1794	90168	10297
1795	90216	10247
1796	90270	10197
1797	90321	10147
1798	90372	10097
1799	90412	10045
1800	90447	9993
1801	90485	9942
1802	90529	9891
1803	90576	9840
1804	90614	9789
1805	90652	9737
1806	90695	9686
1807	90746	9636
1808	90782	9585
1809	90823	9533
1810	90882	9484
1811	90924	9433
1812	90980	9384
1813	91026	9333
1814	91069	9282
1815	91119	9232
1816	91167	9181
1817	91211	9131
1818	91262	9081
1819	91312	9030
1820	91351	8979
1821	91400	8929
1822	91440	8878
1823	91485	8827
1824	91527	8776
1825	91569	8725
1826	91612	8674
1827	91649	8623
1828	91684	8571
1829	91721	8520
1830	91769	8470
1831	91811	8419
1832	91850	8368
1833	91890	8317
1834	91935	8266
1835	91977	8215
1836	92010	8164
1837	92049	8113
1838	92100	8063
1839	92141	8012
1840	92186	7961
1841	92226	7910
1842	92274	7860
1843	92311	7809
1844	92349	7758
1845	92386	7707
1846	92426	7656
1847	92472	7605
1848	92522	7555
1849	92565	7505
1850	92611	7454
1851	92654	7404
1852	92700	7353
1853	92737	7302
1854	92772	7251
1855	92806	7200
1856	92845	7149
1857	92883	7098
1858	92924	7048
1859	92965	6997
1860	93004	6946
1861	93041	6895
1862	93073	6844
1863	93125	6794
1864	93173	6744
1865	93205	6693
1866	93242	6642
1867	93290	6592
1868	93325	6541
1869	93361	6490
1870	93394	6439
1871	93431	6388
1872	93468	6337
1873	93508	6287
1874	93549	6236
1875	93591	6186
1876	93627	6135
1877	93670	6085
1878	93718	6035
1879	93759	5984
1880	93801	5934
1881	93845	5884
1882	93883	5833
1883	93928	5783
1884	93962	5732
1885	94010	5682
1886	94047	5631
1887	94082	5581
1888	94131	5531
1889	94164	5480
1890	94199	5429
1891	94241	5379
1892	94275	5328
1893	94314	5278
1894	94353	5228
1895	94387	5177
1896	94424	5126
1897	94468	5076
1898	94501	5026
1899	94535	4975
1900	94572	4925
1901	94607	4874
1902	94656	4824
1903	94715	4775
1904	94771	4726
1905	94813	4675
1906	94862	4626
1907	94908	4576
1908	94954	4526
1909	95000	4476
1910	95037	4426
1911	95075	4375
1912	95125	4326
1913	95162	4275
1914	95203	4225
1915	95245	4175
1916	95289	4125
1917	95331	4075
1918	95371	4025
1919	95404	3975
1920	95441	3924
1921	95481	3874
1922	95521	3824
1923	95557	3774
1924	95596	3724
1925	95639	3674
1926	95687	3624
1927	95726	3574
1928	95774	3525
1929	95816	3475
1930	95854	3425
1931	95896	3375
1932	95955	3325
1933	95998	3276
1934	96049	3226
1935	96094	3176
1936	96133	3126
1937	96169	3076
1938	96201	3026
1939	96240	2976
1940	96279	2926
1941	96312	2876
1942	96348	2826
1943	96391	2776
1944	96443	2727
1945	96503	2677
1946	96559	2628
1947	96607	2578
1948	96648	2529
1949	96687	2479
1950	96730	2429
1951	96769	2379
1952	96813	2329
1953	96864	2280
1954	96904	2230
1955	96955	2180
1956	97006	2131
1957	97052	2081
1958	97098	2032
1959	97142	1982
1960	97188	1932
1961	97229	1883
1962	97271	1833
1963	97307	1783
1964	97348	1733
1965	97390	1684
1966	97425	1634
1967	97463	1584
1968	97505	1535
1969	97543	1485
1970	97585	1435
1971	97622	1386
1972	97655	1336
1973	97691	1286
1974	97722	1236
1975	97753	1187
1976	97792	1137
1977	97826	1088
1978	97859	1038
1979	97898	988
1980	97936	939
1981	97978	889
1982	98013	840
1983	98049	790
1984	98096	741
1985	98143	691
1986	98180	642
1987	98216	592
1988	98256	543
1989	98293	493
1990	98327	444
1991	98360	395
1992	98395	345
1993	98429	296
1994	98462	246
1995	98501	197
1996	98535	148
1997	98575	98
1998	98609	49
1999	98642	0
